340.0,350.0,290.0,350.0,320.0,310.0,330.0,340.0,390.0,350.0,300.0,360.0,320.0,330.0,310.0,30.0,470.0,310.0,310.0,310.0,330.0,280.0,470.0,320.0,330.0,350.0,370.0,340.0,340.0,460.0
140.0,40.0,230.0,480.0,140.0,350.0,350.0,60.0,90.0,40.0,160.0,70.0,100.0,60.0,50.0,30.0,70.0,340.0,440.0,60.0,120.0,70.0,40.0,110.0,480.0,110.0,320.0,70.0,60.0,80.0
350.0,340.0,270.0,370.0,330.0,330.0,310.0,330.0,330.0,220.0,400.0,290.0,370.0,370.0,360.0,30.0,440.0,310.0,440.0,310.0,320.0,430.0,550.0,350.0,370.0,390.0,330.0,350.0,130.0,350.0
120.0,40.0,310.0,300.0,200.0,460.0,320.0,60.0,140.0,40.0,170.0,190.0,150.0,160.0,120.0,30.0,70.0,350.0,110.0,140.0,320.0,240.0,40.0,350.0,380.0,120.0,120.0,120.0,60.0,110.0
120.0,40.0,230.0,220.0,140.0,390.0,310.0,60.0,350.0,40.0,190.0,220.0,100.0,150.0,170.0,30.0,70.0,170.0,110.0,100.0,310.0,330.0,40.0,390.0,180.0,110.0,240.0,120.0,60.0,230.0
120.0,120.0,130.0,320.0,60.0,360.0,270.0,160.0,120.0,40.0,70.0,80.0,120.0,680.0,60.0,30.0,130.0,130.0,200.0,60.0,600.0,70.0,40.0,150.0,130.0,180.0,320.0,70.0,60.0,110.0
190.0,130.0,720.0,310.0,170.0,340.0,910.0,150.0,240.0,170.0,240.0,100.0,250.0,230.0,220.0,30.0,60.0,330.0,550.0,170.0,130.0,350.0,60.0,270.0,420.0,170.0,250.0,60.0,210.0,100.0
120.0,40.0,230.0,220.0,140.0,340.0,400.0,60.0,350.0,40.0,190.0,220.0,100.0,150.0,170.0,30.0,70.0,170.0,110.0,100.0,300.0,330.0,40.0,420.0,180.0,110.0,240.0,120.0,60.0,230.0
330.0,330.0,310.0,310.0,320.0,310.0,310.0,300.0,350.0,280.0,370.0,300.0,340.0,330.0,290.0,40.0,360.0,300.0,330.0,320.0,280.0,310.0,330.0,330.0,320.0,300.0,290.0,340.0,320.0,430.0
290.0,370.0,320.0,310.0,310.0,300.0,380.0,360.0,370.0,330.0,330.0,360.0,320.0,340.0,330.0,30.0,370.0,290.0,320.0,310.0,360.0,360.0,390.0,310.0,330.0,350.0,380.0,330.0,150.0,400.0
120.0,150.0,130.0,310.0,60.0,420.0,270.0,160.0,120.0,40.0,70.0,80.0,100.0,870.0,60.0,30.0,130.0,400.0,200.0,60.0,620.0,70.0,40.0,150.0,130.0,180.0,350.0,70.0,60.0,110.0
100.0,40.0,300.0,470.0,230.0,140.0,390.0,60.0,140.0,40.0,110.0,290.0,150.0,60.0,50.0,30.0,70.0,150.0,190.0,100.0,150.0,70.0,40.0,110.0,240.0,110.0,160.0,70.0,60.0,110.0
320.0,280.0,330.0,300.0,290.0,320.0,320.0,330.0,310.0,310.0,260.0,330.0,290.0,300.0,300.0,190.0,300.0,320.0,300.0,300.0,360.0,280.0,320.0,280.0,330.0,340.0,300.0,380.0,300.0,360.0
140.0,40.0,260.0,190.0,120.0,340.0,170.0,60.0,110.0,40.0,130.0,70.0,160.0,60.0,50.0,30.0,70.0,180.0,290.0,60.0,320.0,70.0,40.0,110.0,200.0,130.0,190.0,80.0,60.0,80.0
340.0,290.0,300.0,290.0,300.0,280.0,310.0,290.0,320.0,310.0,290.0,340.0,310.0,330.0,270.0,190.0,320.0,310.0,350.0,300.0,300.0,280.0,300.0,280.0,310.0,340.0,300.0,430.0,320.0,350.0
350.0,310.0,360.0,260.0,310.0,330.0,310.0,330.0,300.0,350.0,420.0,330.0,370.0,310.0,310.0,40.0,400.0,300.0,320.0,320.0,290.0,300.0,320.0,320.0,300.0,330.0,280.0,340.0,360.0,470.0
380.0,120.0,140.0,380.0,310.0,330.0,390.0,460.0,60.0,130.0,410.0,100.0,110.0,100.0,430.0,30.0,50.0,370.0,190.0,480.0,390.0,130.0,50.0,320.0,290.0,550.0,430.0,160.0,100.0,110.0
420.0,150.0,310.0,340.0,60.0,310.0,330.0,580.0,120.0,40.0,70.0,80.0,460.0,500.0,60.0,30.0,130.0,310.0,460.0,60.0,360.0,70.0,40.0,350.0,420.0,390.0,280.0,70.0,60.0,110.0
340.0,290.0,310.0,300.0,280.0,300.0,270.0,260.0,300.0,290.0,250.0,330.0,320.0,290.0,290.0,190.0,300.0,320.0,300.0,320.0,330.0,280.0,310.0,280.0,320.0,330.0,280.0,150.0,310.0,350.0
370.0,400.0,310.0,310.0,330.0,300.0,320.0,330.0,320.0,360.0,200.0,290.0,370.0,350.0,370.0,40.0,350.0,320.0,370.0,390.0,320.0,350.0,340.0,310.0,300.0,380.0,310.0,360.0,200.0,340.0
520.0,120.0,140.0,240.0,290.0,330.0,400.0,270.0,60.0,130.0,130.0,100.0,110.0,100.0,180.0,30.0,50.0,450.0,200.0,230.0,430.0,130.0,50.0,160.0,310.0,130.0,140.0,160.0,100.0,110.0
120.0,150.0,130.0,290.0,60.0,390.0,490.0,160.0,120.0,40.0,70.0,80.0,100.0,630.0,60.0,30.0,130.0,340.0,240.0,60.0,540.0,70.0,40.0,430.0,180.0,410.0,410.0,70.0,60.0,110.0
330.0,250.0,340.0,280.0,260.0,300.0,310.0,310.0,330.0,310.0,250.0,330.0,280.0,310.0,280.0,410.0,310.0,280.0,300.0,300.0,270.0,280.0,300.0,290.0,290.0,320.0,280.0,330.0,300.0,340.0
320.0,320.0,340.0,280.0,290.0,310.0,310.0,320.0,310.0,340.0,320.0,340.0,330.0,310.0,290.0,40.0,320.0,260.0,280.0,330.0,290.0,320.0,280.0,350.0,320.0,320.0,320.0,270.0,350.0,360.0
480.0,150.0,110.0,400.0,140.0,360.0,60.0,60.0,70.0,120.0,70.0,140.0,130.0,130.0,130.0,30.0,50.0,110.0,160.0,60.0,160.0,380.0,50.0,310.0,530.0,120.0,60.0,50.0,70.0,100.0
370.0,450.0,360.0,350.0,500.0,290.0,150.0,410.0,300.0,50.0,90.0,70.0,310.0,410.0,360.0,160.0,40.0,330.0,460.0,290.0,460.0,450.0,80.0,330.0,370.0,330.0,290.0,120.0,350.0,60.0
330.0,280.0,280.0,320.0,290.0,290.0,280.0,300.0,330.0,320.0,250.0,330.0,300.0,330.0,320.0,190.0,300.0,290.0,310.0,320.0,310.0,270.0,310.0,310.0,290.0,330.0,310.0,420.0,280.0,340.0
350.0,310.0,360.0,260.0,310.0,330.0,310.0,330.0,300.0,350.0,420.0,330.0,370.0,310.0,310.0,40.0,400.0,300.0,320.0,320.0,290.0,300.0,320.0,320.0,300.0,330.0,280.0,340.0,360.0,470.0
250.0,150.0,110.0,230.0,140.0,380.0,60.0,60.0,70.0,120.0,70.0,140.0,130.0,130.0,130.0,30.0,50.0,110.0,160.0,60.0,160.0,330.0,50.0,440.0,360.0,120.0,60.0,50.0,70.0,100.0
140.0,40.0,260.0,190.0,120.0,340.0,170.0,60.0,110.0,40.0,130.0,70.0,160.0,60.0,50.0,30.0,70.0,180.0,290.0,60.0,410.0,70.0,40.0,110.0,200.0,130.0,190.0,80.0,60.0,80.0
